"LANG","complexityoflanguages","costoflanguages","type","minimal"
"fl3241",7,2.94036229525979,"artificial",1.64049616317665
"fl3248",4,2.33427737731083,"artificial",0.681883357412604
"fl3250",2,4.84323338273858,"artificial",1.17690825534155
"fl3258",1,4.27822439706397,"artificial",0.0696991678177844
"fl3269",1,4.28164000080908,"artificial",0.070596952077156
"fl3288",6,2.84322415285468,"artificial",1.46500500713101
"fl3298",2,4.28164000080908,"artificial",1.02912226785426
"fl330",3,4.26329716313512,"artificial",1.95477154076463
"fl3345",6,3.05093394546955,"artificial",1.67182250721577
"fl3420",6,1.86552662781389,"artificial",0.491356936621768
"fl3445",6,2.66167374043011,"artificial",1.28422061846618
"fl3446",2,4.28164000080908,"artificial",1.02912226785426
"fl3448",5,3.64153647714294,"artificial",2.14337699319821
"fl3449",2,4.52119309262167,"artificial",1.09831873752526
"fl3456",1,4.27822439706397,"artificial",0.0696991678177844
"fl350",8,2.12387933061408,"artificial",0.88346873610523
"fl3525",2,4.84323338273858,"artificial",1.17690825534155
"fl3535",13,2.25952431078943,"artificial",1.17352071128708
"fl3571",6,2.51039568918845,"artificial",1.13357897914906
"fl3584",1,4.27822439706397,"artificial",0.0696991678177844
"fl3610",5,3.0201548272687,"artificial",1.52815511012784
"fl3677",12,1.61476411418042,"artificial",0.508345044710386
"fl3682",1,4.27822439706397,"artificial",0.0696991678177844
"fl3699",9,2.76030258641766,"artificial",1.56403569487907
"fl370",2,4.52119309262167,"artificial",1.09831873752526
"fl3710",8,2.82278987995302,"artificial",1.581483786787
"fl3716",3,2.16674388328416,"artificial",0.247047077970685
"fl3742",2,4.84323338273858,"artificial",1.17690825534155
"fl3744",5,3.03471779118615,"artificial",1.54258029442525
"fl3746",2,4.84323338273858,"artificial",1.17690825534155
"fl3757",4,2.26928900115651,"artificial",0.618326757218288
"fl38",1,4.28164000080908,"artificial",0.070596952077156
"fl3802",3,2.98593150073614,"artificial",1.00129169545918
"fl3826",7,1.83184367437984,"artificial",0.534426315179797
"fl3867",3,4.26329716313512,"artificial",1.95477154076463
"fl3917",6,2.15102291949926,"artificial",0.775691638081007
"fl392",2,4.28164000080908,"artificial",1.02912226785426
"fl3931",7,2.327196355994,"artificial",1.02869894889071
"fl3962",9,1.95254456481617,"artificial",0.756914387784988
"fl4006",9,2.56697141061301,"artificial",1.37089489844145
"fl4028",4,3.16836874389533,"artificial",1.49544912363292
"fl4037",1,4.27822439706397,"artificial",0.0696991678177844
"fl409",4,3.08222879365809,"artificial",1.4116412692914
"fl4114",2,4.52119309262167,"artificial",1.09831873752526
"fl4123",9,3.00822649820541,"artificial",1.81177489937971
"fl4143",8,2.48923493614553,"artificial",1.24832548763199
"fl4159",6,2.2750080869509,"artificial",0.899180523137006
"fl4160",9,1.77877178823971,"artificial",0.58332796142366
"fl419",8,2.65485639327707,"artificial",1.41375661182965
"fl4200",2,4.28164000080908,"artificial",1.02912226785426
"fl4205",2,4.28164000080908,"artificial",1.02912226785426
"fl4219",2,4.28164000080908,"artificial",1.02912226785426
"fl4234",11,2.17382305274052,"artificial",1.04296861529842
"fl4240",4,5.89259245182623,"artificial",3.33701116161266
"fl4287",5,2.44326317647751,"artificial",0.956581337555075
"fl430",8,2.16262330166091,"artificial",0.92218067151179
"fl4311",5,3.77102347151691,"artificial",2.27151694685274
"fl4317",5,2.19590751037544,"artificial",0.711397305450796
"fl4333",4,3.0735477945866,"artificial",1.40319201049459
"fl4349",4,5.89259245182623,"artificial",3.33701116161266
"fl437",9,2.5669085946231,"artificial",1.37083215303079
"fl4375",9,3.00822649820541,"artificial",1.81177489937971
"fl4382",7,2.31167080046368,"artificial",1.01321270857823
"fl4392",1,4.28164000080908,"artificial",0.070596952077156
"fl4418",5,2.74645983784172,"artificial",1.25702503257898
"fl4419",10,3.09316330145236,"artificial",1.93265921703801
"fl4448",8,2.94927102097438,"artificial",1.7077731700387
"fl4469",1,4.28164000080908,"artificial",0.070596952077156
"fl4475",4,2.76028978196247,"artificial",1.09795016841491
"fl4491",6,2.73516950597033,"artificial",1.35741797063556
"fl4498",7,2.4237787252751,"artificial",1.12506108385717
"fl4533",12,1.96204548019864,"artificial",0.855625772444363
"fl4537",8,1.89902343125551,"artificial",0.658873116941896
"fl4552",11,2.14337369019912,"artificial",1.01252125725235
"fl462",5,3.00156121013968,"artificial",1.50974125156732
"fl4648",13,1.71410296687903,"artificial",0.628099368121474
"fl4664",9,2.25553784489872,"artificial",1.05972885730281
"fl4685",1,4.28164000080908,"artificial",0.070596952077156
"fl4694",4,2.78594018977586,"artificial",1.12296890120847
"fl4698",1,4.27822439706397,"artificial",0.0696991678177844
"fl472",6,2.26346241048273,"artificial",0.887689233944147
"fl4745",6,2.84322415285468,"artificial",1.46500500713101
"fl4770",1,4.27822439706397,"artificial",0.0696991678177844
"fl4779",10,1.8495803500766,"artificial",0.689842079398235
"fl4801",9,1.75038705988891,"artificial",0.554984754121362
"fl481",1,4.28164000080908,"artificial",0.070596952077156
"fl4842",1,4.28164000080908,"artificial",0.070596952077156
"fl4848",2,4.52119309262167,"artificial",1.09831873752526
"fl4859",3,4.26329716313512,"artificial",1.95477154076463
"fl4861",7,3.07452817540031,"artificial",1.7743657203887
"fl487",4,5.89259245182623,"artificial",3.33701116161266
"fl4872",2,4.84323338273858,"artificial",1.17690825534155
"fl491",5,2.2510371210248,"artificial",0.766041232110262
"fl4919",3,4.26329716313512,"artificial",1.95477154076463
"fl4922",7,2.80801052101889,"artificial",1.5084576658544
"fl4959",5,3.01350478071437,"artificial",1.52156885239271
"fl496",3,4.26329716313512,"artificial",1.95477154076463
"fl5012",3,4.26329716313512,"artificial",1.95477154076463
"fl5040",3,2.98895183225761,"artificial",1.00400845176097
"fl5049",10,2.78178901122631,"artificial",1.6214024439834
"fl5052",2,4.84323338273858,"artificial",1.17690825534155
"fl5088",1,4.27822439706397,"artificial",0.0696991678177844
"fl5101",8,1.67556650373932,"artificial",0.435858977162542
"fl5126",3,4.26329716313512,"artificial",1.95477154076463
"fl516",1,4.27822439706397,"artificial",0.0696991678177844
"fl5189",5,1.9682456231692,"artificial",0.485691133864102
"fl5209",6,2.14621247553876,"artificial",0.770901889948083
"fl5253",1,4.28164000080908,"artificial",0.070596952077156
"fl5275",10,2.12387933061408,"artificial",0.963820141901038
"fl5291",7,3.00822649820541,"artificial",1.70820466790833
"fl5301",2,4.84323338273858,"artificial",1.17690825534155
"fl5332",6,2.25997207212677,"artificial",0.884215616170539
"fl535",4,5.89259245182623,"artificial",3.33701116161266
"fl5360",8,3.01077903209095,"artificial",1.76919783018408
"fl5377",10,1.95192991320978,"artificial",0.79204591758376
"fl5437",8,3.04409328916193,"artificial",1.8024693156382
"fl5441",1,4.27822439706397,"artificial",0.0696991678177844
"fl5445",2,4.28164000080908,"artificial",1.02912226785426
"fl5448",4,2.16674388328416,"artificial",0.518009781327111
"fl5477",11,1.61128451595167,"artificial",0.480508118531337
"fl55",6,2.67414629316335,"artificial",1.29664240104887
"fl5563",1,4.28164000080908,"artificial",0.070596952077156
"fl5579",9,1.67618465812502,"artificial",0.48091403295694
"fl5608",5,2.75398588051206,"artificial",1.26448134904082
"fl5615",3,3.0341530913894,"artificial",1.04458142315991
"fl5623",10,3.09316330145236,"artificial",1.93265921703801
"fl5633",2,4.84323338273858,"artificial",1.17690825534155
"fl5635",1,4.27822439706397,"artificial",0.0696991678177844
"fl5649",6,1.80701493362809,"artificial",0.433082538815732
"fl5653",11,2.09968598866056,"artificial",0.968836651762836
"fl5677",7,2.80801052101889,"artificial",1.5084576658544
"fl5712",2,3.0341530913894,"artificial",0.435180834519174
"fl575",7,2.46852522004516,"artificial",1.16971785843792
"fl5772",2,4.28164000080908,"artificial",1.02912226785426
"fl5777",2,4.52119309262167,"artificial",1.09831873752526
"fl5790",4,5.89259245182623,"artificial",3.33701116161266
"fl5796",1,4.28164000080908,"artificial",0.070596952077156
"fl5853",9,2.25553784489872,"artificial",1.05972885730281
"fl5881",1,4.28164000080908,"artificial",0.070596952077156
"fl5899",8,2.78859261931783,"artificial",1.54734375227252
"fl5904",4,5.89259245182623,"artificial",3.33701116161266
"fl5916",4,2.19195147683432,"artificial",0.542675616421567
"fl5957",3,4.26329716313512,"artificial",1.95477154076463
"fl596",3,3.34761818091567,"artificial",1.32071162255413
"fl5970",6,2.87643730607775,"artificial",1.49808717064497
"fl5982",1,4.28164000080908,"artificial",0.070596952077156
"fl599",1,4.27822439706397,"artificial",0.0696991678177844
"fl5990",5,2.42811507373732,"artificial",0.941570433053473
"fl5997",9,2.7946826655022,"artificial",1.5983867395507
"fl6006",12,1.86665820904757,"artificial",0.76023861852133
"fl6020",1,4.28164000080908,"artificial",0.070596952077156
"fl6034",2,4.84323338273858,"artificial",1.17690825534155
"fl6035",8,1.91065463290565,"artificial",0.670486575849756
"fl6036",6,3.03951180172549,"artificial",1.66045335439438
"fl6070",11,1.79071075913757,"artificial",0.659895020231452
"fl6089",1,4.28164000080908,"artificial",0.070596952077156
"fl6091",2,4.84323338273858,"artificial",1.17690825534155
"fl6122",6,3.46194022879175,"artificial",2.08102809409286
"fl6147",7,3.09191472417095,"artificial",1.79171711320857
"fl6154",1,4.27822439706397,"artificial",0.0696991678177844
"fl6158",7,2.15482177879988,"artificial",0.856703520395533
"fl6161",2,4.84323338273858,"artificial",1.17690825534155
"fl618",5,3.0212793149722,"artificial",1.52926886605228
"fl6188",1,4.28164000080908,"artificial",0.070596952077156
"fl6199",2,4.52119309262167,"artificial",1.09831873752526
"fl6263",10,2.16830116757614,"artificial",1.00820642735912
"fl6266",10,2.12387933061408,"artificial",0.963820141901038
"fl6296",2,4.28164000080908,"artificial",1.02912226785426
"fl6316",2,4.28164000080908,"artificial",1.02912226785426
"fl6339",4,3.14026159020733,"artificial",1.46810845599044
"fl6374",8,2.66933201115457,"artificial",1.4282176907733
"fl6383",5,1.65853225706852,"artificial",0.178608535981608
"fl6388",2,4.84323338273858,"artificial",1.17690825534155
"fl6399",10,1.68260939797086,"artificial",0.523113589891908
"fl6402",14,1.55237464765541,"artificial",0.484181413193369
"fl6462",2,4.84323338273858,"artificial",1.17690825534155
"fl6488",9,2.15110638333134,"artificial",0.95534622017894
"fl6492",11,1.98708559153633,"artificial",0.85624569084356
"fl6493",1,4.27822439706397,"artificial",0.0696991678177844
"fl6502",5,2.89063053753265,"artificial",1.39985502675734
"fl6529",6,3.13958317003574,"artificial",1.76008378929191
"fl6550",4,2.06407928685515,"artificial",0.41751811674552
"fl6554",2,4.52119309262167,"artificial",1.09831873752526
"fl6558",11,2.02381692090478,"artificial",0.892973680513262
"fl6604",1,4.28164000080908,"artificial",0.070596952077156
"fl661",5,3.0201548272687,"artificial",1.52815511012784
"fl6691",2,4.84323338273858,"artificial",1.17690825534155
"fl6698",6,3.09191472417095,"artificial",1.71261896709039
"fl6710",8,3.31653657651564,"artificial",2.07458589430516
"fl6721",10,2.07290417134285,"artificial",0.912890040371732
"fl6747",10,1.81844195177716,"artificial",0.658756993326367
"fl6750",4,2.16674388328416,"artificial",0.518009781327111
"fl6780",8,2.37453642056726,"artificial",1.13379135522841
"fl6812",7,2.29145744856764,"artificial",0.993052382564882
"fl6847",1,4.28164000080908,"artificial",0.070596952077156
"fl6864",3,2.77590383996912,"artificial",0.810919300833063
"fl6873",4,2.36240474174429,"artificial",0.70938356981604
"fl6900",4,5.89259245182623,"artificial",3.33701116161266
"fl6943",12,1.81862601547507,"artificial",0.712206495866012
"fl6958",6,2.38531774864276,"artificial",1.00903316469038
"fl697",4,2.60392693223215,"artificial",0.945353614785468
"fl6973",10,2.15152107015282,"artificial",0.991439385048412
"fl6977",1,4.28164000080908,"artificial",0.070596952077156
"fl7",3,4.26329716313512,"artificial",1.95477154076463
"fl7000",9,2.26264209530673,"artificial",1.06683013345706
"fl702",1,4.28164000080908,"artificial",0.070596952077156
"fl7028",2,4.28164000080908,"artificial",1.02912226785426
"fl7048",4,5.89259245182623,"artificial",3.33701116161266
"fl7056",2,4.84323338273858,"artificial",1.17690825534155
"fl706",10,1.35346859603517,"artificial",0.193988300554029
"fl7072",6,2.81793360090681,"artificial",1.43981762338688
"fl7102",5,3.00156121013968,"artificial",1.50974125156732
"fl7116",8,2.03663028253527,"artificial",0.796303240215855
"fl7134",5,2.40350577564884,"artificial",0.917170441049865
"fl7170",8,2.327196355994,"artificial",1.08652924835245
"fl7176",2,4.28164000080908,"artificial",1.02912226785426
"fl7180",4,3.17338671569596,"artificial",1.50033031375195
"fl719",6,2.86252354048964,"artificial",1.48422802680146
"fl7192",2,4.52119309262167,"artificial",1.09831873752526
"fl7194",4,2.57376983684739,"artificial",0.915906792414208
"fl7240",7,1.90753054513404,"artificial",0.609998614590433
"fl7271",2,4.84323338273858,"artificial",1.17690825534155
"fl728",3,3.18636722551738,"artificial",1.1799514424264
"fl7321",5,2.98593150073614,"artificial",1.4942632846336
"fl7349",3,4.26329716313512,"artificial",1.95477154076463
"fl735",5,3.64153647714294,"artificial",2.14337699319821
"fl7386",2,4.84323338273858,"artificial",1.17690825534155
"fl7404",2,4.28164000080908,"artificial",1.02912226785426
"fl7412",5,1.95110881418081,"artificial",0.468686817694224
"fl7414",3,4.26329716313512,"artificial",1.95477154076463
"fl7426",3,3.32857130180928,"artificial",1.30425688555566
"fl7436",6,3.58274433341457,"artificial",2.2012860920285
"fl7440",8,2.26434470203888,"artificial",1.023792226808
"fl7462",9,2.17512827497266,"artificial",0.979355959067857
"fl7494",6,3.27063664741362,"artificial",1.89056121762197
"fl7497",2,4.28164000080908,"artificial",1.02912226785426
"fl75",3,4.26329716313512,"artificial",1.95477154076463
"fl7524",7,3.0212793149722,"artificial",1.72122894431245
"fl7529",3,4.26329716313512,"artificial",1.95477154076463
"fl7535",6,2.81793360090681,"artificial",1.43981762338688
"fl7574",2,4.84323338273858,"artificial",1.17690825534155
"fl7621",7,3.53718824774943,"artificial",2.2359608918272
"fl7622",3,2.9850339798689,"artificial",1.00048427994904
"fl7627",9,1.72896187396572,"artificial",0.533593832316623
"fl7633",1,4.28164000080908,"artificial",0.070596952077156
"fl7637",7,2.15799294943394,"artificial",0.859868850367647
"fl7652",2,4.28164000080908,"artificial",1.02912226785426
"fl7653",4,2.81175559939075,"artificial",1.1481446253431
"fl7664",5,2.75398588051206,"artificial",1.26448134904082
"fl7674",2,4.84323338273858,"artificial",1.17690825534155
"fl7687",9,2.26264209530673,"artificial",1.06683013345706
"fl7747",7,2.26819236138359,"artificial",0.96985105936998
"fl7800",2,4.52119309262167,"artificial",1.09831873752526
"fl7806",2,4.52119309262167,"artificial",1.09831873752526
"fl7847",4,2.81175559939075,"artificial",1.1481446253431
"fl7855",3,4.26329716313512,"artificial",1.95477154076463
"fl7863",7,2.62567318439809,"artificial",1.32651507711648
"fl7914",11,2.77786741374168,"artificial",1.64679378973356
"fl7922",3,3.32857130180928,"artificial",1.30425688555566
"fl7930",9,1.49094725870154,"artificial",0.296075905385662
"fl8001",8,2.32375285790683,"artificial",1.0830916865407
"fl8030",10,1.6611126484535,"artificial",0.501617232171905
"fl8077",6,2.15482177879988,"artificial",0.779474333792401
"fl808",2,4.84323338273858,"artificial",1.17690825534155
"fl8136",11,2.02328530035888,"artificial",0.892442106343002
"fl8143",3,2.15236595657926,"artificial",0.233587402745275
"fl8206",4,5.89259245182623,"artificial",3.33701116161266
"fl8257",7,1.70342027630926,"artificial",0.406294917844542
"fl8282",2,4.84323338273858,"artificial",1.17690825534155
"fl8336",1,4.27822439706397,"artificial",0.0696991678177844
"fl8345",2,4.84323338273858,"artificial",1.17690825534155
"fl8407",9,2.26264209530673,"artificial",1.06683013345706
"fl8462",10,2.37453642056726,"artificial",1.21431068402426
"fl8515",2,4.84323338273858,"artificial",1.17690825534155
"fl8544",2,4.28164000080908,"artificial",1.02912226785426
"fl8546",6,2.91614615449081,"artificial",1.53761258442272
"fl8604",4,2.57376983684739,"artificial",0.915906792414208
"fl8628",8,2.34536901687008,"artificial",1.10467119372186
"fl8674",4,5.89259245182623,"artificial",3.33701116161266
"fl8681",4,5.89259245182623,"artificial",3.33701116161266
"fl8682",7,2.15799294943394,"artificial",0.859868850367647
"fl8733",2,4.84323338273858,"artificial",1.17690825534155
"fl8758",1,4.27822439706397,"artificial",0.0696991678177844
"fl8806",10,2.27168355899815,"artificial",1.11151707803797
"fl8824",7,2.94927102097438,"artificial",1.64938372021642
"fl8851",5,3.00156121013968,"artificial",1.50974125156732
"fl8896",2,4.28164000080908,"artificial",1.02912226785426
"fl8906",2,4.28164000080908,"artificial",1.02912226785426
"fl8920",1,4.27822439706397,"artificial",0.0696991678177844
"fl8960",2,4.28164000080908,"artificial",1.02912226785426
"fl9000",4,5.89259245182623,"artificial",3.33701116161266
"fl9020",6,1.65388909172743,"artificial",0.280561138081874
"fl9033",4,5.89259245182623,"artificial",3.33701116161266
"fl9061",7,2.01293137025785,"artificial",0.71512740956017
"fl9070",8,2.39884143322796,"artificial",1.1580588175217
"fl9140",2,4.84323338273858,"artificial",1.17690825534155
"fl9169",4,2.57376983684739,"artificial",0.915906792414208
"fl9195",1,4.27822439706397,"artificial",0.0696991678177844
"fl9248",1,4.27822439706397,"artificial",0.0696991678177844
"fl9259",7,3.15736705857853,"artificial",1.85702616967845
"fl926",6,2.70893487528937,"artificial",1.33129439141413
"fl9271",7,3.06202791476638,"artificial",1.76189116385024
"fl9286",7,3.00156121013968,"artificial",1.70155412238973
"fl9287",4,5.89259245182623,"artificial",3.33701116161266
"fl9298",1,4.28164000080908,"artificial",0.070596952077156
"fl9315",9,2.94756479445666,"artificial",1.75115355849799
"fl9341",7,3.07452817540031,"artificial",1.7743657203887
"fl9346",7,2.0135430520119,"artificial",0.715737469243958
"fl9380",7,2.15102291949926,"artificial",0.852911714958808
"fl9434",9,2.04718829484967,"artificial",0.851488601484869
"fl9442",4,2.81175559939075,"artificial",1.1481446253431
"fl9447",8,2.39884143322796,"artificial",1.1580588175217
"fl9466",3,4.26329716313512,"artificial",1.95477154076463
"fl9498",3,2.9850339798689,"artificial",1.00048427994904
"fl9506",10,1.7598654079544,"artificial",0.6002957144416
"fl9521",4,3.29785377770023,"artificial",1.62131527562927
"fl9522",4,5.89259245182623,"artificial",3.33701116161266
"fl957",4,5.89259245182623,"artificial",3.33701116161266
"fl96",4,2.50088248167968,"artificial",0.844716174966536
"fl9607",2,4.28164000080908,"artificial",1.02912226785426
"fl9620",5,2.23832130769617,"artificial",0.753437259160481
"fl9664",3,4.26329716313512,"artificial",1.95477154076463
"fl9708",2,4.52119309262167,"artificial",1.09831873752526
"fl9713",2,4.52119309262167,"artificial",1.09831873752526
"fl9723",5,2.15431690558186,"artificial",0.670163693814435
"fl9801",6,2.86252354048964,"artificial",1.48422802680146
"fl9805",1,4.28164000080908,"artificial",0.070596952077156
"fl9810",7,1.53270742691398,"artificial",0.235966696435866
"fl9813",2,2.98556974622657,"artificial",0.4028267876863
"fl9818",2,4.84323338273858,"artificial",1.17690825534155
"fl9852",4,2.52761451635997,"artificial",0.870829447579664
"fl987",2,4.84323338273858,"artificial",1.17690825534155
"fl9871",2,4.52119309262167,"artificial",1.09831873752526
"fl9876",4,5.89259245182623,"artificial",3.33701116161266
"fl9893",5,2.11513989866814,"artificial",0.631324548293324
"fl9928",1,4.27822439706397,"artificial",0.0696991678177844
"fl9969",2,4.52119309262167,"artificial",1.09831873752526
"fl9971",7,3.70706562338492,"artificial",2.40546358841209
"fl9973",10,2.28507256814326,"artificial",1.12489776021143
"fl9996",9,2.27789000482199,"artificial",1.08207179114627
