"LANG","syn_index","cov_index","type"
"fl3377",12,6,"artificial"
"fl3378",8,6,"artificial"
"fl3379",6,5,"artificial"
"fl338",11,5,"artificial"
"fl3380",1,5,"artificial"
"fl3381",4,6,"artificial"
"fl3382",7,6,"artificial"
"fl3383",7,6,"artificial"
"fl3384",1,5,"artificial"
"fl3385",13,6,"artificial"
"fl3386",10,6,"artificial"
"fl3387",7,6,"artificial"
"fl3388",10,6,"artificial"
"fl3389",0,4,"artificial"
"fl339",13,6,"artificial"
"fl3390",10,5,"artificial"
"fl3391",18,6,"artificial"
"fl3392",6,6,"artificial"
"fl3393",10,6,"artificial"
"fl3394",20,6,"artificial"
"fl3395",4,5,"artificial"
"fl3396",4,6,"artificial"
"fl3397",14,6,"artificial"
"fl3398",9,6,"artificial"
"fl3399",6,5,"artificial"
"fl34",16,6,"artificial"
"fl340",0,4,"artificial"
"fl3400",7,6,"artificial"
"fl3401",5,6,"artificial"
"fl3402",4,6,"artificial"
"fl3403",14,6,"artificial"
"fl3404",8,6,"artificial"
"fl3405",2,5,"artificial"
"fl3406",4,6,"artificial"
"fl3407",9,6,"artificial"
"fl3408",12,6,"artificial"
"fl3409",13,6,"artificial"
"fl341",6,6,"artificial"
"fl3410",0,1,"artificial"
"fl3411",1,5,"artificial"
"fl3412",9,6,"artificial"
"fl3413",8,6,"artificial"
"fl3414",20,6,"artificial"
"fl3415",16,6,"artificial"
"fl3416",8,6,"artificial"
"fl3417",3,5,"artificial"
"fl3418",10,6,"artificial"
"fl3419",0,2,"artificial"
"fl342",12,6,"artificial"
"fl3420",2,6,"artificial"
"fl3421",16,6,"artificial"
"fl3422",0,3,"artificial"
"fl3423",8,5,"artificial"
"fl3424",7,5,"artificial"
"fl3425",17,6,"artificial"
"fl3426",4,6,"artificial"
"fl3427",12,6,"artificial"
"fl3428",16,6,"artificial"
"fl3429",16,6,"artificial"
"fl343",14,6,"artificial"
"fl3430",1,3,"artificial"
"fl3431",15,6,"artificial"
"fl3432",22,6,"artificial"
"fl3433",2,5,"artificial"
"fl3434",12,5,"artificial"
"fl3435",4,6,"artificial"
"fl3436",0,4,"artificial"
"fl3437",15,6,"artificial"
"fl3438",0,2,"artificial"
"fl3439",0,2,"artificial"
"fl344",4,4,"artificial"
"fl3440",12,6,"artificial"
"fl3441",13,6,"artificial"
"fl3442",8,5,"artificial"
"fl3443",15,6,"artificial"
"fl3444",5,6,"artificial"
"fl3445",0,6,"artificial"
"fl3446",0,5,"artificial"
"fl3447",3,5,"artificial"
"fl3448",2,6,"artificial"
"fl3449",0,6,"artificial"
"fl345",13,6,"artificial"
"fl3450",9,6,"artificial"
"fl3451",10,6,"artificial"
"fl3452",17,6,"artificial"
"fl3453",9,6,"artificial"
"fl3454",12,6,"artificial"
"fl3455",4,6,"artificial"
"fl3456",0,5,"artificial"
"fl3457",4,6,"artificial"
"fl3458",0,4,"artificial"
"fl3459",5,6,"artificial"
"fl346",13,6,"artificial"
"fl3460",12,6,"artificial"
"fl3461",9,6,"artificial"
"fl3462",0,4,"artificial"
"fl3463",1,5,"artificial"
"fl3464",9,6,"artificial"
"fl3465",14,6,"artificial"
"fl3466",12,6,"artificial"
"fl3467",15,6,"artificial"
"fl3468",0,3,"artificial"
"fl3469",1,4,"artificial"
"fl347",6,6,"artificial"
"fl3470",15,6,"artificial"
"fl3471",12,6,"artificial"
"fl3472",15,6,"artificial"
"fl3473",3,5,"artificial"
"fl3474",12,6,"artificial"
"fl3475",0,2,"artificial"
"fl3476",2,5,"artificial"
"fl3477",2,5,"artificial"
"fl3478",2,4,"artificial"
"fl3479",2,2,"artificial"
"fl348",3,5,"artificial"
"fl3480",1,4,"artificial"
"fl3481",0,4,"artificial"
"fl3482",5,6,"artificial"
"fl3483",2,4,"artificial"
"fl3484",0,1,"artificial"
"fl3485",1,4,"artificial"
"fl3486",11,6,"artificial"
"fl3487",3,4,"artificial"
"fl3488",7,5,"artificial"
"fl3489",2,5,"artificial"
"fl349",17,6,"artificial"
"fl3490",19,6,"artificial"
"fl3491",14,6,"artificial"
"fl3492",14,6,"artificial"
"fl3493",15,6,"artificial"
"fl3494",2,5,"artificial"
"fl3495",17,6,"artificial"
"fl3496",0,2,"artificial"
"fl3497",3,5,"artificial"
"fl3498",2,5,"artificial"
"fl3499",9,6,"artificial"
"fl35",17,6,"artificial"
"fl350",0,5,"artificial"
"fl3500",14,6,"artificial"
"fl3501",15,6,"artificial"
"fl3502",16,6,"artificial"
"fl3503",13,6,"artificial"
"fl3504",6,4,"artificial"
"fl3505",0,4,"artificial"
"fl3506",7,6,"artificial"
"fl3507",2,5,"artificial"
"fl3508",4,4,"artificial"
"fl3509",14,6,"artificial"
"fl351",8,6,"artificial"
"fl3510",13,5,"artificial"
"fl3511",5,6,"artificial"
"fl3512",0,3,"artificial"
"fl3513",5,6,"artificial"
"fl3514",3,4,"artificial"
"fl3515",9,6,"artificial"
"fl3516",20,6,"artificial"
"fl3517",13,6,"artificial"
"fl3518",0,4,"artificial"
"fl3519",3,5,"artificial"
"fl352",14,6,"artificial"
"fl3520",5,6,"artificial"
"fl3521",4,4,"artificial"
"fl3522",0,4,"artificial"
"fl3523",0,4,"artificial"
"fl3524",17,6,"artificial"
"fl3525",0,5,"artificial"
"fl3526",5,5,"artificial"
"fl3527",16,6,"artificial"
"fl3528",10,6,"artificial"
"fl3529",0,1,"artificial"
"fl353",14,6,"artificial"
"fl3530",0,4,"artificial"
"fl3531",0,4,"artificial"
"fl3532",15,6,"artificial"
"fl3533",7,5,"artificial"
"fl3534",2,4,"artificial"
"fl3535",2,6,"artificial"
"fl3536",10,6,"artificial"
"fl3537",2,3,"artificial"
"fl3538",6,6,"artificial"
"fl3539",0,3,"artificial"
"fl354",0,3,"artificial"
"fl3540",12,6,"artificial"
"fl3541",4,5,"artificial"
"fl3542",13,6,"artificial"
"fl3543",16,6,"artificial"
"fl3544",14,6,"artificial"
"fl3545",0,4,"artificial"
"fl3546",11,6,"artificial"
"fl3547",16,6,"artificial"
"fl3548",8,5,"artificial"
"fl3549",19,6,"artificial"
"fl355",7,6,"artificial"
"fl3550",1,5,"artificial"
"fl3551",0,4,"artificial"
"fl3552",3,5,"artificial"
"fl3553",13,6,"artificial"
"fl3554",0,3,"artificial"
"fl3555",15,6,"artificial"
"fl3556",1,5,"artificial"
"fl3557",1,5,"artificial"
"fl3558",3,5,"artificial"
"fl3559",8,6,"artificial"
"fl356",10,6,"artificial"
"fl3560",18,6,"artificial"
"fl3561",3,5,"artificial"
"fl3562",12,6,"artificial"
"fl3563",11,6,"artificial"
"fl3564",0,3,"artificial"
"fl3565",7,5,"artificial"
"fl3566",1,5,"artificial"
"fl3567",2,4,"artificial"
"fl3568",4,6,"artificial"
"fl3569",9,6,"artificial"
"fl357",7,6,"artificial"
"fl3570",4,5,"artificial"
"fl3571",2,6,"artificial"
"fl3572",3,5,"artificial"
"fl3573",3,4,"artificial"
"fl3574",10,6,"artificial"
"fl3575",11,5,"artificial"
"fl3576",5,5,"artificial"
"fl3577",13,6,"artificial"
"fl3578",0,2,"artificial"
"fl3579",9,6,"artificial"
"fl358",6,6,"artificial"
"fl3580",5,6,"artificial"
"fl3581",8,6,"artificial"
"fl3582",1,4,"artificial"
"fl3583",0,3,"artificial"
"fl3584",0,5,"artificial"
"fl3585",8,6,"artificial"
"fl3586",0,3,"artificial"
"fl3587",2,5,"artificial"
"fl3588",5,5,"artificial"
"fl3589",7,6,"artificial"
"fl359",0,4,"artificial"
"fl3590",15,6,"artificial"
"fl3591",0,4,"artificial"
"fl3592",7,6,"artificial"
"fl3593",8,5,"artificial"
"fl3594",6,5,"artificial"
"fl3595",8,6,"artificial"
"fl3596",18,6,"artificial"
"fl3597",5,6,"artificial"
"fl3598",4,6,"artificial"
"fl3599",16,6,"artificial"
"fl36",1,5,"artificial"
"fl360",11,6,"artificial"
"fl3600",10,5,"artificial"
"fl3601",0,4,"artificial"
"fl3602",5,6,"artificial"
"fl3603",2,5,"artificial"
"fl3604",4,4,"artificial"
"fl3605",13,6,"artificial"
"fl3606",22,6,"artificial"
"fl3607",13,6,"artificial"
"fl3608",7,6,"artificial"
"fl3609",5,5,"artificial"
"fl361",5,6,"artificial"
"fl3610",0,5,"artificial"
"fl3611",11,6,"artificial"
"fl3612",11,6,"artificial"
"fl3613",12,6,"artificial"
"fl3614",10,6,"artificial"
"fl3615",6,6,"artificial"
"fl3616",10,6,"artificial"
"fl3617",0,3,"artificial"
"fl3618",0,3,"artificial"
"fl3619",1,5,"artificial"
"fl362",6,6,"artificial"
"fl3620",2,5,"artificial"
"fl3621",16,6,"artificial"
"fl3622",14,6,"artificial"
"fl3623",0,2,"artificial"
"fl3624",19,6,"artificial"
"fl3625",6,6,"artificial"
"fl3626",0,1,"artificial"
"fl3627",20,6,"artificial"
"fl3628",8,5,"artificial"
"fl3629",12,6,"artificial"
"fl363",2,5,"artificial"
"fl3630",15,6,"artificial"
"fl3631",0,2,"artificial"
"fl3632",11,6,"artificial"
"fl3633",4,6,"artificial"
"fl3634",13,6,"artificial"
"fl3635",15,6,"artificial"
"fl3636",0,2,"artificial"
"fl3637",5,6,"artificial"
"fl3638",10,6,"artificial"
"fl3639",1,2,"artificial"
"fl364",18,6,"artificial"
"fl3640",1,5,"artificial"
"fl3641",0,2,"artificial"
"fl3642",13,5,"artificial"
"fl3643",0,4,"artificial"
"fl3644",1,5,"artificial"
"fl3645",9,6,"artificial"
"fl3646",8,6,"artificial"
"fl3647",1,2,"artificial"
"fl3648",16,6,"artificial"
"fl3649",0,4,"artificial"
"fl365",8,6,"artificial"
"fl3650",1,5,"artificial"
"fl3651",10,6,"artificial"
"fl3652",0,1,"artificial"
"fl3653",12,6,"artificial"
"fl3654",15,6,"artificial"
"fl3655",0,3,"artificial"
"fl3656",8,6,"artificial"
"fl3657",15,6,"artificial"
"fl3658",8,6,"artificial"
"fl3659",0,1,"artificial"
"fl366",3,4,"artificial"
"fl3660",7,6,"artificial"
"fl3661",9,6,"artificial"
"fl3662",4,6,"artificial"
"fl3663",2,4,"artificial"
"fl3664",3,4,"artificial"
"fl3665",13,6,"artificial"
"fl3666",6,6,"artificial"
"fl3667",3,5,"artificial"
"fl3668",19,6,"artificial"
"fl3669",16,6,"artificial"
"fl367",5,5,"artificial"
"fl3670",3,6,"artificial"
"fl3671",0,4,"artificial"
"fl3672",5,5,"artificial"
"fl3673",9,6,"artificial"
"fl3674",3,6,"artificial"
"fl3675",15,6,"artificial"
"fl3676",5,5,"artificial"
"fl3677",1,6,"artificial"
"fl3678",8,6,"artificial"
"fl3679",11,6,"artificial"
"fl368",4,6,"artificial"
"fl3680",19,6,"artificial"
"fl3681",1,5,"artificial"
"fl3682",0,5,"artificial"
"fl3683",1,4,"artificial"
"fl3684",10,6,"artificial"
"fl3685",11,6,"artificial"
"fl3686",0,1,"artificial"
"fl3687",11,6,"artificial"
"fl3688",2,4,"artificial"
"fl3689",12,6,"artificial"
"fl369",0,4,"artificial"
"fl3690",2,4,"artificial"
"fl3691",13,6,"artificial"
"fl3692",8,6,"artificial"
"fl3693",7,6,"artificial"
"fl3694",1,5,"artificial"
"fl3695",12,6,"artificial"
"fl3696",11,6,"artificial"
"fl3697",12,6,"artificial"
"fl3698",9,6,"artificial"
"fl3699",2,6,"artificial"
"fl37",5,5,"artificial"
"fl370",0,6,"artificial"
"fl3700",2,5,"artificial"
"fl3701",9,6,"artificial"
"fl3702",14,5,"artificial"
"fl3703",0,4,"artificial"
"fl3704",5,5,"artificial"
"fl3705",4,6,"artificial"
"fl3706",6,6,"artificial"
"fl3707",0,4,"artificial"
"fl3708",10,6,"artificial"
"fl3709",5,6,"artificial"
"fl371",11,6,"artificial"
"fl3710",1,6,"artificial"
"fl3711",6,6,"artificial"
"fl3712",0,1,"artificial"
"fl3713",14,6,"artificial"
"fl3714",3,6,"artificial"
"fl3715",14,6,"artificial"
"fl3716",0,5,"artificial"
"fl3717",11,6,"artificial"
"fl3718",0,4,"artificial"
"fl3719",6,6,"artificial"
"fl372",15,6,"artificial"
"fl3720",11,5,"artificial"
"fl3721",20,6,"artificial"
"fl3722",5,5,"artificial"
"fl3723",9,5,"artificial"
"fl3724",13,6,"artificial"
"fl3725",13,6,"artificial"
"fl3726",4,6,"artificial"
"fl3727",21,6,"artificial"
"fl3728",5,5,"artificial"
"fl3729",0,3,"artificial"
"fl373",1,5,"artificial"
"fl3730",11,6,"artificial"
"fl3731",17,6,"artificial"
"fl3732",3,4,"artificial"
"fl3733",9,6,"artificial"
"fl3734",8,6,"artificial"
"fl3735",11,5,"artificial"
"fl3736",0,3,"artificial"
"fl3737",0,2,"artificial"
"fl3738",1,4,"artificial"
"fl3739",3,4,"artificial"
"fl374",11,5,"artificial"
"fl3740",1,5,"artificial"
"fl3741",15,6,"artificial"
"fl3742",0,5,"artificial"
"fl3743",11,6,"artificial"
"fl3744",1,6,"artificial"
"fl3745",14,6,"artificial"
"fl3746",0,5,"artificial"
"fl3747",3,6,"artificial"
"fl3748",17,6,"artificial"
"fl3749",4,5,"artificial"
"fl375",7,6,"artificial"
"fl3750",16,6,"artificial"
"fl3751",0,3,"artificial"
"fl3752",6,5,"artificial"
"fl3753",10,6,"artificial"
"fl3754",6,6,"artificial"
"fl3755",10,5,"artificial"
"fl3756",24,6,"artificial"
"fl3757",1,6,"artificial"
"fl3758",10,6,"artificial"
"fl3759",0,4,"artificial"
"fl376",11,6,"artificial"
"fl3760",14,6,"artificial"
"fl3761",1,5,"artificial"
"fl3762",11,6,"artificial"
"fl3763",0,1,"artificial"
"fl3764",8,6,"artificial"
"fl3765",10,6,"artificial"
"fl3766",7,5,"artificial"
"fl3767",12,6,"artificial"
"fl3768",6,6,"artificial"
"fl3769",21,6,"artificial"
"fl377",9,6,"artificial"
"fl3770",2,5,"artificial"
"fl3771",12,6,"artificial"
"fl3772",6,5,"artificial"
"fl3773",0,4,"artificial"
"fl3774",17,6,"artificial"
"fl3775",17,6,"artificial"
"fl3776",0,4,"artificial"
"fl3777",7,5,"artificial"
"fl3778",1,4,"artificial"
"fl3779",13,6,"artificial"
"fl378",13,6,"artificial"
"fl3780",6,6,"artificial"
"fl3781",2,5,"artificial"
"fl3782",13,6,"artificial"
"fl3783",2,4,"artificial"
"fl3784",4,6,"artificial"
"fl3785",0,2,"artificial"
"fl3786",14,6,"artificial"
"fl3787",5,4,"artificial"
"fl3788",15,6,"artificial"
"fl3789",0,2,"artificial"
"fl379",5,6,"artificial"
"fl3790",15,6,"artificial"
"fl3791",0,4,"artificial"
"fl3792",9,6,"artificial"
"fl3793",7,6,"artificial"
"fl3794",2,5,"artificial"
"fl3795",0,2,"artificial"
"fl3796",0,2,"artificial"
"fl3797",0,3,"artificial"
"fl3798",0,3,"artificial"
"fl3799",0,2,"artificial"
"fl38",0,5,"artificial"
"fl380",10,5,"artificial"
"fl3800",0,4,"artificial"
"fl3801",3,6,"artificial"
"fl3802",1,6,"artificial"
"fl3803",8,6,"artificial"
"fl3804",2,4,"artificial"
"fl3805",0,2,"artificial"
"fl3806",7,5,"artificial"
"fl3807",7,5,"artificial"
"fl3808",16,6,"artificial"
"fl3809",7,5,"artificial"
"fl381",10,6,"artificial"
"fl3810",7,6,"artificial"
"fl3811",4,6,"artificial"
"fl3812",12,6,"artificial"
"fl3813",15,4,"artificial"
"fl3814",15,6,"artificial"
"fl3815",0,2,"artificial"
"fl3816",15,6,"artificial"
"fl3817",14,6,"artificial"
"fl3818",13,6,"artificial"
"fl3819",0,3,"artificial"
"fl382",0,4,"artificial"
"fl3820",3,6,"artificial"
"fl3821",11,6,"artificial"
"fl3822",7,6,"artificial"
"fl3823",12,6,"artificial"
"fl3824",0,4,"artificial"
"fl3825",1,5,"artificial"
"fl3826",2,6,"artificial"
"fl3827",21,6,"artificial"
"fl3828",1,3,"artificial"
"fl3829",14,6,"artificial"
"fl383",8,6,"artificial"
"fl3830",10,6,"artificial"
"fl3831",12,6,"artificial"
"fl3832",12,6,"artificial"
"fl3833",3,5,"artificial"
"fl3834",0,2,"artificial"
"fl3835",1,3,"artificial"
"fl3836",8,5,"artificial"
"fl3837",19,6,"artificial"
"fl3838",16,6,"artificial"
"fl3839",12,6,"artificial"
"fl384",0,2,"artificial"
"fl3840",6,6,"artificial"
"fl3841",13,6,"artificial"
"fl3842",8,6,"artificial"
"fl3843",3,6,"artificial"
"fl3844",13,6,"artificial"
"fl3845",0,2,"artificial"
"fl3846",0,3,"artificial"
"fl3847",6,6,"artificial"
"fl3848",12,6,"artificial"
"fl3849",8,6,"artificial"
"fl385",8,6,"artificial"
"fl3850",3,5,"artificial"
"fl3851",7,5,"artificial"
"fl3852",6,6,"artificial"
"fl3853",11,6,"artificial"
"fl3854",15,6,"artificial"
"fl3855",1,4,"artificial"
"fl3856",8,6,"artificial"
"fl3857",16,6,"artificial"
"fl3858",10,6,"artificial"
"fl3859",3,6,"artificial"
"fl386",1,4,"artificial"
"fl3860",3,5,"artificial"
"fl3861",1,4,"artificial"
"fl3862",11,5,"artificial"
"fl3863",3,5,"artificial"
"fl3864",2,3,"artificial"
"fl3865",14,6,"artificial"
"fl3866",2,5,"artificial"
"fl3867",0,5,"artificial"
"fl3868",1,4,"artificial"
"fl3869",12,5,"artificial"
"fl387",4,5,"artificial"
"fl3870",8,6,"artificial"
"fl3871",14,6,"artificial"
"fl3872",0,3,"artificial"
"fl3873",1,4,"artificial"
"fl3874",0,1,"artificial"
"fl3875",6,6,"artificial"
"fl3876",15,6,"artificial"
"fl3877",0,3,"artificial"
"fl3878",15,6,"artificial"
"fl3879",3,4,"artificial"
"fl388",5,5,"artificial"
"fl3880",10,6,"artificial"
"fl3881",1,5,"artificial"
"fl3882",20,6,"artificial"
"fl3883",15,6,"artificial"
"fl3884",13,6,"artificial"
"fl3885",0,4,"artificial"
"fl3886",1,3,"artificial"
"fl3887",6,6,"artificial"
"fl3888",0,1,"artificial"
"fl3889",14,6,"artificial"
"fl389",5,6,"artificial"
"fl3890",0,4,"artificial"
"fl3891",5,6,"artificial"
"fl3892",0,4,"artificial"
"fl3893",10,6,"artificial"
"fl3894",13,6,"artificial"
"fl3895",4,6,"artificial"
"fl3896",2,4,"artificial"
"fl3897",4,5,"artificial"
"fl3898",8,6,"artificial"
"fl3899",0,2,"artificial"
"fl39",5,5,"artificial"
"fl390",1,5,"artificial"
"fl3900",1,5,"artificial"
"fl3901",9,6,"artificial"
"fl3902",5,6,"artificial"
"fl3903",3,4,"artificial"
"fl3904",11,6,"artificial"
"fl3905",9,5,"artificial"
"fl3906",14,6,"artificial"
"fl3907",8,6,"artificial"
"fl3908",8,6,"artificial"
"fl3909",0,3,"artificial"
"fl391",6,6,"artificial"
"fl3910",5,5,"artificial"
"fl3911",8,5,"artificial"
"fl3912",0,4,"artificial"
"fl3913",13,6,"artificial"
"fl3914",3,5,"artificial"
"fl3915",2,5,"artificial"
"fl3916",21,6,"artificial"
"fl3917",0,5,"artificial"
"fl3918",0,3,"artificial"
"fl3919",7,6,"artificial"
"fl392",0,5,"artificial"
"fl3920",6,5,"artificial"
"fl3921",16,6,"artificial"
"fl3922",10,6,"artificial"
"fl3923",15,6,"artificial"
"fl3924",0,3,"artificial"
"fl3925",8,6,"artificial"
"fl3926",1,4,"artificial"
"fl3927",9,6,"artificial"
"fl3928",10,6,"artificial"
"fl3929",3,4,"artificial"
"fl393",10,6,"artificial"
"fl3930",17,6,"artificial"
"fl3931",1,6,"artificial"
"fl3932",2,4,"artificial"
"fl3933",15,6,"artificial"
"fl3934",14,6,"artificial"
"fl3935",11,6,"artificial"
"fl3936",0,2,"artificial"
"fl3937",12,6,"artificial"
"fl3938",2,4,"artificial"
"fl3939",6,6,"artificial"
"fl394",5,6,"artificial"
"fl3940",14,6,"artificial"
"fl3941",8,5,"artificial"
"fl3942",0,1,"artificial"
"fl3943",0,3,"artificial"
"fl3944",18,6,"artificial"
"fl3945",5,6,"artificial"
"fl3946",7,6,"artificial"
"fl3947",4,5,"artificial"
"fl3948",0,3,"artificial"
"fl3949",7,6,"artificial"
"fl395",14,6,"artificial"
"fl3950",8,6,"artificial"
"fl3951",9,6,"artificial"
"fl3952",16,6,"artificial"
"fl3953",5,6,"artificial"
"fl3954",14,6,"artificial"
"fl3955",4,6,"artificial"
"fl3956",8,6,"artificial"
"fl3957",14,6,"artificial"
"fl3958",0,1,"artificial"
"fl3959",1,5,"artificial"
"fl396",3,6,"artificial"
"fl3960",0,3,"artificial"
"fl3961",2,5,"artificial"
"fl3962",1,6,"artificial"
"fl3963",4,4,"artificial"
"fl3964",21,6,"artificial"
"fl3965",4,5,"artificial"
"fl3966",3,3,"artificial"
"fl3967",1,3,"artificial"
"fl3968",0,3,"artificial"
"fl3969",5,5,"artificial"
"fl397",4,5,"artificial"
"fl3970",12,6,"artificial"
"fl3971",0,3,"artificial"
"fl3972",1,4,"artificial"
"fl3973",0,2,"artificial"
"fl3974",15,6,"artificial"
"fl3975",0,1,"artificial"
"fl3976",11,6,"artificial"
"fl3977",8,6,"artificial"
"fl3978",11,6,"artificial"
"fl3979",5,6,"artificial"
"fl398",4,4,"artificial"
"fl3980",9,6,"artificial"
"fl3981",2,5,"artificial"
"fl3982",0,4,"artificial"
"fl3983",16,6,"artificial"
"fl3984",0,1,"artificial"
"fl3985",2,5,"artificial"
"fl3986",11,6,"artificial"
"fl3987",18,6,"artificial"
"fl3988",13,6,"artificial"
"fl3989",14,6,"artificial"
"fl399",16,6,"artificial"
"fl3990",5,6,"artificial"
"fl3991",6,4,"artificial"
"fl3992",8,6,"artificial"
"fl3993",3,5,"artificial"
"fl3994",8,6,"artificial"
"fl3995",6,5,"artificial"
"fl3996",12,6,"artificial"
"fl3997",15,6,"artificial"
"fl3998",2,5,"artificial"
"fl3999",10,6,"artificial"
"fl4",0,2,"artificial"
"fl40",17,6,"artificial"
"fl400",20,6,"artificial"
"fl4000",6,6,"artificial"
"fl4001",10,6,"artificial"
"fl4002",10,6,"artificial"
"fl4003",4,6,"artificial"
"fl4004",11,6,"artificial"
"fl4005",19,6,"artificial"
"fl4006",1,6,"artificial"
"fl4007",7,6,"artificial"
"fl4008",18,6,"artificial"
"fl4009",0,4,"artificial"
"fl401",2,5,"artificial"
"fl4010",3,5,"artificial"
"fl4011",22,6,"artificial"
"fl4012",7,6,"artificial"
"fl4013",15,6,"artificial"
"fl4014",1,5,"artificial"
"fl4015",6,5,"artificial"
"fl4016",9,5,"artificial"
"fl4017",11,6,"artificial"
"fl4018",11,6,"artificial"
"fl4019",10,6,"artificial"
"fl402",3,5,"artificial"
"fl4020",8,6,"artificial"
"fl4021",1,4,"artificial"
"fl4022",8,6,"artificial"
"fl4023",0,4,"artificial"
"fl4024",17,6,"artificial"
"fl4025",14,6,"artificial"
"fl4026",11,6,"artificial"
"fl4027",3,5,"artificial"
"fl4028",2,6,"artificial"
"fl4029",13,6,"artificial"
"fl403",13,6,"artificial"
"fl4030",5,5,"artificial"
"fl4031",10,6,"artificial"
"fl4032",2,4,"artificial"
"fl4033",14,6,"artificial"
"fl4034",16,6,"artificial"
"fl4035",16,6,"artificial"
"fl4036",11,6,"artificial"
"fl4037",0,5,"artificial"
"fl4038",13,6,"artificial"
"fl4039",18,6,"artificial"
"fl404",1,3,"artificial"
"fl4040",8,6,"artificial"
"fl4041",0,3,"artificial"
"fl4042",8,6,"artificial"
"fl4043",12,6,"artificial"
"fl4044",7,5,"artificial"
"fl4045",2,5,"artificial"
"fl4046",9,5,"artificial"
"fl4047",16,6,"artificial"
"fl4048",3,5,"artificial"
"fl4049",9,6,"artificial"
"fl405",6,6,"artificial"
"fl4050",1,4,"artificial"
"fl4051",8,5,"artificial"
"fl4052",9,6,"artificial"
"fl4053",10,6,"artificial"
"fl4054",7,4,"artificial"
"fl4055",8,6,"artificial"
"fl4056",17,6,"artificial"
"fl4057",12,6,"artificial"
"fl4058",0,2,"artificial"
"fl4059",1,5,"artificial"
"fl406",6,5,"artificial"
"fl4060",8,5,"artificial"
"fl4061",11,6,"artificial"
"fl4062",12,6,"artificial"
"fl4063",15,6,"artificial"
"fl4064",15,6,"artificial"
"fl4065",8,6,"artificial"
"fl4066",8,6,"artificial"
"fl4067",5,5,"artificial"
"fl4068",5,6,"artificial"
"fl4069",2,3,"artificial"
"fl407",0,4,"artificial"
"fl4070",0,3,"artificial"
"fl4071",19,6,"artificial"
"fl4072",2,5,"artificial"
"fl4073",1,5,"artificial"
"fl4074",7,6,"artificial"
"fl4075",8,6,"artificial"
"fl4076",8,6,"artificial"
"fl4077",3,5,"artificial"
"fl4078",0,4,"artificial"
"fl4079",9,6,"artificial"
"fl408",11,6,"artificial"
"fl4080",13,6,"artificial"
"fl4081",0,3,"artificial"
"fl4082",8,6,"artificial"
"fl4083",0,1,"artificial"
"fl4084",11,6,"artificial"
"fl4085",7,6,"artificial"
"fl4086",12,6,"artificial"
"fl4087",10,6,"artificial"
"fl4088",8,6,"artificial"
"fl4089",13,6,"artificial"
"fl409",2,6,"artificial"
"fl4090",17,6,"artificial"
"fl4091",0,3,"artificial"
"fl4092",12,6,"artificial"
"fl4093",22,6,"artificial"
"fl4094",15,6,"artificial"
"fl4095",12,6,"artificial"
"fl4096",8,6,"artificial"
"fl4097",0,2,"artificial"
"fl4098",11,6,"artificial"
"fl4099",4,6,"artificial"
"fl41",17,6,"artificial"
"fl410",5,5,"artificial"
"fl4100",5,6,"artificial"
"fl4101",4,5,"artificial"
"fl4102",11,6,"artificial"
"fl4103",8,6,"artificial"
"fl4104",11,6,"artificial"
"fl4105",4,4,"artificial"
"fl4106",14,6,"artificial"
"fl4107",15,6,"artificial"
"fl4108",10,6,"artificial"
"fl4109",16,6,"artificial"
"fl411",0,4,"artificial"
"fl4110",0,4,"artificial"
"fl4111",14,6,"artificial"
"fl4112",10,6,"artificial"
"fl4113",5,6,"artificial"
"fl4114",0,6,"artificial"
"fl4115",13,6,"artificial"
"fl4116",18,6,"artificial"
"fl4117",4,5,"artificial"
"fl4118",3,6,"artificial"
"fl4119",0,4,"artificial"
"fl412",0,1,"artificial"
"fl4120",13,6,"artificial"
"fl4121",3,6,"artificial"
"fl4122",0,4,"artificial"
"fl4123",1,6,"artificial"
"fl4124",19,6,"artificial"
"fl4125",10,6,"artificial"
"fl4126",7,6,"artificial"
"fl4127",4,5,"artificial"
"fl4128",7,6,"artificial"
"fl4129",0,4,"artificial"
"fl413",9,6,"artificial"
"fl4130",5,5,"artificial"
"fl4131",12,5,"artificial"
"fl4132",5,6,"artificial"
"fl4133",6,6,"artificial"
"fl4134",0,3,"artificial"
"fl4135",7,6,"artificial"
"fl4136",1,4,"artificial"
"fl4137",18,6,"artificial"
"fl4138",6,5,"artificial"
"fl4139",0,3,"artificial"
"fl414",15,6,"artificial"
"fl4140",1,5,"artificial"
"fl4141",4,5,"artificial"
"fl4142",3,6,"artificial"
"fl4143",2,6,"artificial"
"fl4144",0,3,"artificial"
"fl4145",2,5,"artificial"
"fl4146",11,6,"artificial"
"fl4147",16,6,"artificial"
"fl4148",7,6,"artificial"
"fl4149",3,5,"artificial"
"fl415",10,6,"artificial"
"fl4150",10,6,"artificial"
"fl4151",0,4,"artificial"
"fl4152",8,6,"artificial"
"fl4153",3,5,"artificial"
"fl4154",6,6,"artificial"
"fl4155",15,6,"artificial"
"fl4156",0,1,"artificial"
"fl4157",4,5,"artificial"
"fl4158",3,6,"artificial"
"fl4159",1,6,"artificial"
"fl416",14,6,"artificial"
"fl4160",2,6,"artificial"
"fl4161",1,4,"artificial"
"fl4162",13,6,"artificial"
"fl4163",4,6,"artificial"
"fl4164",12,6,"artificial"
"fl4165",21,6,"artificial"
"fl4166",5,6,"artificial"
"fl4167",15,6,"artificial"
