"","LANG","ITEM","spec.know","spec.unkn","irr.nonsp","question","condit","indir.neg","dir.neg","compar","free.ch","neg.frag","Haspelmath","type"
"4311","fl16","fl16-3",0,1,1,1,0,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"2391","fl16","fl16-4",0,1,1,1,0,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"4971","fl16","fl16-5",0,0,0,0,1,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"511","fl17","fl17-1",0,1,1,1,1,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"8392","fl17","fl17-2",0,1,1,0,0,0,1,0,1,1,"Haspel-ok","Haspel-ok"
"745","fl17","fl17-3",0,0,0,1,0,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"495","fl17","fl17-4",0,1,1,1,0,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"5111","fl17","fl17-5",0,1,1,1,1,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"2411","fl17","fl17-6",0,0,0,0,1,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"2412","fl18","fl18-1",0,0,0,0,1,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"1007","fl19","fl19-1",0,1,1,1,0,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"7531","fl19","fl19-2",0,0,0,0,1,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"121","fl20","fl20-1",0,0,0,1,1,1,1,0,0,0,"Haspel-ok","Haspel-ok"
"4451","fl20","fl20-2",0,0,1,1,1,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"5112","fl20","fl20-3",0,1,1,1,1,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"8371","fl20","fl20-4",0,0,1,0,0,0,1,0,1,1,"Haspel-ok","Haspel-ok"
"1271","fl20","fl20-5",0,1,1,1,1,1,1,0,0,0,"Haspel-ok","Haspel-ok"
"765","fl20","fl20-6",0,0,1,1,1,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"3211","fl20","fl20-7",0,0,0,0,0,0,1,0,1,0,"Haspel-ok","Haspel-ok"
"2","fl21","fl21-1",1,0,0,0,0,0,0,0,0,0,"Haspel-ok","Haspel-ok"
"58","fl21","fl21-2",1,0,0,1,1,1,0,0,0,0,"Haspel-ok","Haspel-ok"
"8372","fl22","fl22-1",0,0,1,0,0,0,1,0,1,1,"Haspel-ok","Haspel-ok"
"72","fl22","fl22-2",1,1,1,0,0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"10071","fl22","fl22-3",0,1,1,1,0,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"761","fl22","fl22-4",0,0,0,1,1,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"263","fl23","fl23-1",0,1,1,0,0,0,0,0,1,0,"Haspel-ok","Haspel-ok"
"501","fl23","fl23-2",0,0,1,0,1,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"4411","fl23","fl23-3",0,0,0,1,1,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"1005","fl23","fl23-4",0,0,1,1,0,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"5011","fl23","fl23-5",0,0,1,0,1,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"1591","fl23","fl23-6",0,1,1,1,1,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"1021","fl24","fl24-1",0,0,1,1,1,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"578","fl24","fl24-2",1,0,0,0,0,0,1,0,0,1,"Haspel-ok","Haspel-ok"
"409","fl24","fl24-3",0,0,0,1,1,0,0,1,1,0,"Haspel-ok","Haspel-ok"
"1831","fl24","fl24-4",0,1,1,0,1,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"64","fl25","fl25-1",1,1,1,1,1,1,0,0,0,0,"Haspel-ok","Haspel-ok"
"10072","fl25","fl25-2",0,1,1,1,0,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"3212","fl25","fl25-3",0,0,0,0,0,0,1,0,1,0,"Haspel-ok","Haspel-ok"
"7","fl26","fl26-1",0,1,1,0,0,0,0,0,0,0,"Haspel-ok","Haspel-ok"
"447","fl26","fl26-2",0,1,1,1,1,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"5831","fl26","fl26-3",0,1,1,0,0,0,1,0,0,1,"Haspel-ok","Haspel-ok"
"5792","fl26","fl26-4",0,1,0,0,0,0,1,0,0,1,"Haspel-ok","Haspel-ok"
"3251","fl27","fl27-1",0,0,1,0,0,0,1,0,1,0,"Haspel-ok","Haspel-ok"
"3252","fl27","fl27-2",0,0,1,0,0,0,1,0,1,0,"Haspel-ok","Haspel-ok"
"189","fl27","fl27-3",0,0,1,1,1,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"71","fl27","fl27-4",0,1,1,0,0,0,0,0,0,0,"Haspel-ok","Haspel-ok"
"4452","fl28","fl28-1",0,0,1,1,1,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"5","fl28","fl28-2",0,0,1,0,0,0,0,0,0,0,"Haspel-ok","Haspel-ok"
"640","fl28","fl28-3",1,1,1,1,1,1,1,0,0,1,"Haspel-ok","Haspel-ok"
"7511","fl28","fl28-4",0,1,1,1,0,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"8","fl29","fl29-1",1,1,1,0,0,0,0,0,0,0,"Haspel-ok","Haspel-ok"
"191","fl29","fl29-2",0,1,1,1,1,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"7451","fl30","fl30-1",0,0,0,1,0,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"7512","fl30","fl30-2",0,1,1,1,0,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"4","fl30","fl30-3",1,1,0,0,0,0,0,0,0,0,"Haspel-ok","Haspel-ok"
"759","fl30","fl30-4",0,1,1,0,1,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"634","fl31","fl31-1",1,0,0,1,1,1,1,0,0,1,"Haspel-ok","Haspel-ok"
"7513","fl32","fl32-1",0,1,1,1,0,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"259","fl32","fl32-2",0,1,0,0,0,0,0,0,1,0,"Haspel-ok","Haspel-ok"
"8373","fl32","fl32-3",0,0,1,0,0,0,1,0,1,1,"Haspel-ok","Haspel-ok"
"6401","fl32","fl32-4",1,1,1,1,1,1,1,0,0,1,"Haspel-ok","Haspel-ok"
"4251","fl33","fl33-1",0,0,0,1,0,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"3253","fl33","fl33-2",0,0,1,0,0,0,1,0,1,0,"Haspel-ok","Haspel-ok"
"581","fl34","fl34-1",0,0,1,0,0,0,1,0,0,1,"Haspel-ok","Haspel-ok"
"68","fl34","fl34-2",1,1,0,0,0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"10151","fl34","fl34-3",0,1,1,0,1,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"6391","fl34","fl34-4",0,1,1,1,1,1,1,0,0,1,"Haspel-ok","Haspel-ok"
"2631","fl34","fl34-5",0,1,1,0,0,0,0,0,1,0,"Haspel-ok","Haspel-ok"
"67","fl34","fl34-6",0,1,0,0,0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"3232","fl34","fl34-7",0,1,0,0,0,0,1,0,1,0,"Haspel-ok","Haspel-ok"
"5832","fl35","fl35-1",0,1,1,0,0,0,1,0,0,1,"Haspel-ok","Haspel-ok"
"1013","fl35","fl35-2",0,0,1,0,1,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"10171","fl35","fl35-3",0,0,0,1,1,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"671","fl35","fl35-4",0,1,0,0,0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"8393","fl35","fl35-5",0,1,1,0,0,0,1,0,1,1,"Haspel-ok","Haspel-ok"
"1731","fl35","fl35-6",0,0,1,1,0,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"7611","fl36","fl36-1",0,0,0,1,1,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"327","fl37","fl37-1",0,1,1,0,0,0,1,0,1,0,"Haspel-ok","Haspel-ok"
"6392","fl37","fl37-2",0,1,1,1,1,1,1,0,0,1,"Haspel-ok","Haspel-ok"
"261","fl37","fl37-3",0,0,1,0,0,0,0,0,1,0,"Haspel-ok","Haspel-ok"
"584","fl37","fl37-4",1,1,1,0,0,0,1,0,0,1,"Haspel-ok","Haspel-ok"
"4252","fl37","fl37-5",0,0,0,1,0,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"7651","fl37","fl37-6",0,0,1,1,1,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"721","fl37","fl37-7",1,1,1,0,0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"6393","fl38","fl38-1",0,1,1,1,1,1,1,0,0,1,"Haspel-ok","Haspel-ok"
"1891","fl38","fl38-2",0,0,1,1,1,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"711","fl39","fl39-1",0,1,1,0,0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"1892","fl39","fl39-2",0,0,1,1,1,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"571","fl39","fl39-3",0,0,0,1,1,1,0,0,0,0,"Haspel-ok","Haspel-ok"
"5793","fl39","fl39-4",0,1,0,0,0,0,1,0,0,1,"Haspel-ok","Haspel-ok"
"7514","fl39","fl39-5",0,1,1,1,0,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"7612","fl39","fl39-6",0,0,0,1,1,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"1001","fl39","fl39-7",0,0,0,1,0,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"749","fl40","fl40-1",0,0,1,1,0,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"10011","fl40","fl40-2",0,0,0,1,0,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"672","fl40","fl40-3",0,1,0,0,0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"833","fl40","fl40-4",0,0,0,0,0,0,1,0,1,1,"Haspel-ok","Haspel-ok"
"1751","fl40","fl40-5",0,1,1,1,0,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"582","fl41","fl41-1",1,0,0,1,1,1,0,0,0,0,"Haspel-ok","Haspel-ok"
"585","fl41","fl41-2",1,0,0,1,1,1,0,0,0,0,"Haspel-ok","Haspel-ok"
"641","fl41","fl41-3",1,1,1,1,1,1,0,0,0,0,"Haspel-ok","Haspel-ok"
"1281","fl41","fl41-4",1,1,1,1,1,1,1,0,0,0,"Haspel-ok","Haspel-ok"
"4253","fl41","fl41-5",0,0,0,1,0,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"4312","fl41","fl41-6",0,1,1,1,0,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"10073","fl41","fl41-7",0,1,1,1,0,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"8331","fl42","fl42-1",0,0,0,0,0,0,1,0,1,1,"Haspel-ok","Haspel-ok"
"1251","fl43","fl43-1",0,0,1,1,1,1,1,0,0,0,"Haspel-ok","Haspel-ok"
"586","fl44","fl44-1",1,0,0,1,1,1,0,0,0,0,"Haspel-ok","Haspel-ok"
"5012","fl44","fl44-2",0,0,1,0,1,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"66","fl44","fl44-3",1,0,0,0,0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"2551","fl44","fl44-4",0,1,1,1,1,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"722","fl44","fl44-5",1,1,1,0,0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"257","fl44","fl44-6",0,0,0,0,0,0,0,0,1,0,"Haspel-ok","Haspel-ok"
"4412","fl45","fl45-1",0,0,0,1,1,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"572","fl45","fl45-2",0,0,0,1,1,1,0,0,0,0,"Haspel-ok","Haspel-ok"
"81","fl45","fl45-3",1,1,1,0,0,0,0,0,0,0,"Haspel-ok","Haspel-ok"
"5802","fl45","fl45-4",1,1,0,0,0,0,1,0,0,1,"Haspel-ok","Haspel-ok"
"5051","fl45","fl45-5",0,0,0,1,1,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"4391","fl45","fl45-6",0,1,1,0,1,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"10012","fl45","fl45-7",0,0,0,1,0,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"4313","fl46","fl46-1",0,1,1,1,0,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"1851","fl46","fl46-2",0,0,0,1,1,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"4972","fl46","fl46-3",0,0,0,0,1,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"691","fl46","fl46-4",0,0,1,0,0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"6341","fl46","fl46-5",1,0,0,1,1,1,1,0,0,1,"Haspel-ok","Haspel-ok"
"5113","fl46","fl46-6",0,1,1,1,1,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"4951","fl47","fl47-1",0,1,1,1,0,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"8374","fl47","fl47-2",0,0,1,0,0,0,1,0,1,1,"Haspel-ok","Haspel-ok"
"8351","fl47","fl47-3",0,1,0,0,0,0,1,0,1,1,"Haspel-ok","Haspel-ok"
"4392","fl48","fl48-1",0,1,1,0,1,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"63","fl48","fl48-2",0,1,1,1,1,1,0,0,0,0,"Haspel-ok","Haspel-ok"
"4453","fl48","fl48-3",0,0,1,1,1,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"493","fl49","fl49-1",0,0,1,1,0,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"661","fl49","fl49-2",1,0,0,0,0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"82","fl49","fl49-3",1,1,1,0,0,0,0,0,0,0,"Haspel-ok","Haspel-ok"
"6402","fl49","fl49-4",1,1,1,1,1,1,1,0,0,1,"Haspel-ok","Haspel-ok"
"122","fl49","fl49-5",1,0,0,1,1,1,1,0,0,0,"Haspel-ok","Haspel-ok"
"10211","fl49","fl49-6",0,0,1,1,1,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"21","fl49","fl49-7",1,0,0,0,0,0,0,0,0,0,"Haspel-ok","Haspel-ok"
"2451","fl50","fl50-1",0,0,1,0,1,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"249","fl50","fl50-2",0,0,0,1,1,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"631","fl50","fl50-3",0,1,1,1,1,1,0,0,0,0,"Haspel-ok","Haspel-ok"
"4454","fl50","fl50-4",0,0,1,1,1,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"7452","fl51","fl51-1",0,0,0,1,0,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"169","fl51","fl51-2",0,0,0,1,0,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"10231","fl51","fl51-3",0,1,1,1,1,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"1893","fl51","fl51-4",0,0,1,1,1,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"5781","fl51","fl51-5",1,0,0,0,0,0,1,0,0,1,"Haspel-ok","Haspel-ok"
"1009","fl52","fl52-1",0,0,0,0,1,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"712","fl52","fl52-2",0,1,1,0,0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"247","fl52","fl52-3",0,1,1,0,1,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"5794","fl52","fl52-4",0,1,0,0,0,0,1,0,0,1,"Haspel-ok","Haspel-ok"
"1534","fl52","fl52-5",0,0,0,1,1,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"3271","fl52","fl52-6",0,1,1,0,0,0,1,0,1,0,"Haspel-ok","Haspel-ok"
"509","fl52","fl52-7",0,0,1,1,1,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"3272","fl53","fl53-1",0,1,1,0,0,0,1,0,1,0,"Haspel-ok","Haspel-ok"
"5052","fl54","fl54-1",0,0,0,1,1,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"415","fl54","fl54-2",0,1,1,1,1,0,0,1,1,0,"Haspel-ok","Haspel-ok"
"1571","fl54","fl54-3",0,0,1,1,1,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"429","fl55","fl55-1",0,0,1,1,0,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"5091","fl55","fl55-2",0,0,1,1,1,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"4091","fl55","fl55-3",0,0,0,1,1,0,0,1,1,0,"Haspel-ok","Haspel-ok"
"7491","fl55","fl55-4",0,0,1,1,0,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"7515","fl55","fl55-5",0,1,1,1,0,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"4413","fl55","fl55-6",0,0,0,1,1,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"10212","fl55","fl55-7",0,0,1,1,1,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"1572","fl56","fl56-1",0,0,1,1,1,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"83","fl56","fl56-2",1,1,1,0,0,0,0,0,0,0,"Haspel-ok","Haspel-ok"
"10152","fl56","fl56-3",0,1,1,0,1,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"1911","fl57","fl57-1",0,1,1,1,1,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"84","fl57","fl57-2",1,1,1,0,0,0,0,0,0,0,"Haspel-ok","Haspel-ok"
"4973","fl57","fl57-3",0,0,0,0,1,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"7453","fl57","fl57-4",0,0,0,1,0,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"4314","fl57","fl57-5",0,1,1,1,0,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"681","fl57","fl57-6",1,1,0,0,0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"8332","fl57","fl57-7",0,0,0,0,0,0,1,0,1,1,"Haspel-ok","Haspel-ok"
"10091","fl58","fl58-1",0,0,0,0,1,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"181","fl58","fl58-2",0,0,1,0,1,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"1282","fl59","fl59-1",1,1,1,1,1,1,1,0,0,0,"Haspel-ok","Haspel-ok"
"4332","fl60","fl60-1",0,0,0,0,1,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"3233","fl60","fl60-2",0,1,0,0,0,0,1,0,1,0,"Haspel-ok","Haspel-ok"
"7492","fl60","fl60-3",0,0,1,1,0,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"1894","fl60","fl60-4",0,0,1,1,1,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"4254","fl61","fl61-1",0,0,0,1,0,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"713","fl61","fl61-2",0,1,1,0,0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"2413","fl61","fl61-3",0,0,0,0,1,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"4952","fl61","fl61-4",0,1,1,1,0,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"10013","fl61","fl61-5",0,0,0,1,0,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"4471","fl61","fl61-6",0,1,1,1,1,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"8394","fl62","fl62-1",0,1,1,0,0,0,1,0,1,1,"Haspel-ok","Haspel-ok"
"61","fl63","fl63-1",0,0,1,1,1,1,0,0,0,0,"Haspel-ok","Haspel-ok"
"2591","fl63","fl63-2",0,1,0,0,0,0,0,0,1,0,"Haspel-ok","Haspel-ok"
"7571","fl63","fl63-3",0,0,1,0,1,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"4255","fl63","fl63-4",0,0,0,1,0,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"692","fl63","fl63-5",0,0,1,0,0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"5841","fl63","fl63-6",1,1,1,0,0,0,1,0,0,1,"Haspel-ok","Haspel-ok"
"662","fl64","fl64-1",1,0,0,0,0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"6331","fl64","fl64-2",0,0,0,1,1,1,1,0,0,1,"Haspel-ok","Haspel-ok"
"4151","fl64","fl64-3",0,1,1,1,1,0,0,1,1,0,"Haspel-ok","Haspel-ok"
"7613","fl64","fl64-4",0,0,0,1,1,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"10172","fl64","fl64-5",0,0,0,1,1,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"6403","fl64","fl64-6",1,1,1,1,1,1,1,0,0,1,"Haspel-ok","Haspel-ok"
"7493","fl64","fl64-7",0,0,1,1,0,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"7516","fl65","fl65-1",0,1,1,1,0,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"5053","fl66","fl66-1",0,0,0,1,1,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"5795","fl66","fl66-2",0,1,0,0,0,0,1,0,0,1,"Haspel-ok","Haspel-ok"
"663","fl66","fl66-3",1,0,0,0,0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"632","fl66","fl66-4",0,1,1,1,1,1,0,0,0,0,"Haspel-ok","Haspel-ok"
"1811","fl66","fl66-5",0,0,1,0,1,1,0,1,0,0,"Haspel-ok","Haspel-ok"
